id,title,skills,median_salary,growth_pct,education,sector,abilities,knowledge,work_activities,interests,job_zone
29-1122.00,Occupational Therapists,"Active Listening, Monitoring, Service Orientation, Reading Comprehension, Writing, Speaking, Critical Thinking",98340,13.8,bachelor,29,"Oral Expression, Written Expression, Problem Sensitivity, Deductive Reasoning, Inductive Reasoning, Oral Comprehension, Written Comprehension","Therapy and Counseling, Psychology, Customer and Personal Service, Medicine and Dentistry, English Language, Education and Training, Biology","Documenting/Recording Information, Assisting and Caring for Others, Getting Information, Making Decisions and Solving Problems, Developing Objectives and Strategies, Communicating with Supervisors, Peers, or Subordinates, Establishing and Maintaining Interpersonal Relationships","Social, Investigative, Realistic, Conventional, Artistic, Enterprising",5
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers","Operations Monitoring, Operation and Control, Monitoring, Reading Comprehension, Speaking, Complex Problem Solving, Active Listening",97540,-2.8,bachelor,51,"Information Ordering, Flexibility of Closure, Perceptual Speed, Near Vision, Problem Sensitivity, Selective Attention, Hearing Sensitivity","Production and Processing, Public Safety and Security, Mechanical, Administration and Management, Mathematics, English Language, Computers and Electronics","Inspecting Equipment, Structures, or Materials, Monitoring Processes, Materials, or Surroundings, Controlling Machines and Processes, Identifying Objects, Actions, and Events, Communicating with Supervisors, Peers, or Subordinates, Performing General Physical Activities, Getting Information","Realistic, Conventional, Investigative, Enterprising, Social, Artistic",2
19-2021.00,Atmospheric and Space Scientists,"Reading Comprehension, Active Listening, Writing, Speaking, Science, Critical Thinking, Active Learning",97450,0.7,bachelor,19,"Oral Comprehension, Written Comprehension, Oral Expression, Written Expression, Speech Clarity, Problem Sensitivity, Deductive Reasoning","Physics, English Language, Mathematics, Geography, Computers and Electronics, Communications and Media, Engineering and Technology","Working with Computers, Getting Information, Updating and Using Relevant Knowledge, Processing Information, Analyzing Data or Information, Interpreting the Meaning of Information for Others, Making Decisions and Solving Problems","Investigative, Realistic, Conventional, Artistic, Enterprising, Social",4
25-1054.00,"Physics Teachers, Postsecondary","Instructing, Reading Comprehension, Speaking, Science, Active Listening, Writing, Critical Thinking",97360,2.5,bachelor,25,"Oral Expression, Oral Comprehension, Written Comprehension, Written Expression, Problem Sensitivity, Deductive Reasoning, Inductive Reasoning","Mathematics, Physics, Education and Training, English Language, Computers and Electronics, Chemistry, Engineering and Technology","Training and Teaching Others, Working with Computers, Updating and Using Relevant Knowledge, Interpreting the Meaning of Information for Others, Making Decisions and Solving Problems, Analyzing Data or Information, Thinking Creatively","Social, Investigative, Conventional, Realistic, Artistic, Enterprising",5
25-1011.00,"Business Teachers, Postsecondary","Speaking, Instructing, Reading Comprehension, Active Listening, Writing, Learning Strategies, Critical Thinking",97270,5.7,bachelor,25,"Oral Expression, Written Comprehension, Written Expression, Speech Clarity, Oral Comprehension, Deductive Reasoning, Inductive Reasoning","English Language, Education and Training, Administration and Management, Economics and Accounting, Mathematics, Law and Government, Computers and Electronics","Training and Teaching Others, Getting Information, Updating and Using Relevant Knowledge, Working with Computers, Interpreting the Meaning of Information for Others, Organizing, Planning, and Prioritizing Work, Thinking Creatively","Social, Investigative, Enterprising, Conventional, Artistic, Realistic",5
19-3092.00,Geographers,"Reading Comprehension, Writing, Speaking, Critical Thinking, Active Listening, Active Learning, Judgment and Decision Making",97200,-3.1,bachelor,19,"Written Comprehension, Written Expression, Inductive Reasoning, Oral Comprehension, Oral Expression, Deductive Reasoning, Near Vision","Geography, English Language, Computers and Electronics, Education and Training, Sociology and Anthropology, Mathematics, History and Archeology","Analyzing Data or Information, Working with Computers, Processing Information, Getting Information, Updating and Using Relevant Knowledge, Interpreting the Meaning of Information for Others, Documenting/Recording Information","Investigative, Realistic, Conventional, Artistic, Social, Enterprising",4
29-2033.00,Nuclear Medicine Technologists,"Critical Thinking, Active Listening, Speaking, Reading Comprehension, Writing, Monitoring, Social Perceptiveness",97020,3.0,bachelor,29,"Oral Comprehension, Oral Expression, Problem Sensitivity, Near Vision, Written Comprehension, Information Ordering, Speech Recognition","Customer and Personal Service, Biology, English Language, Physics, Medicine and Dentistry, Chemistry, Computers and Electronics","Assisting and Caring for Others, Working with Computers, Documenting/Recording Information, Updating and Using Relevant Knowledge, Getting Information, Performing for or Working Directly with the Public, Evaluating Information to Determine Compliance with Standards","Realistic, Investigative, Conventional, Social, Enterprising, Artistic",3
15-1244.00,Network and Computer Systems Administrators,"Reading Comprehension, Critical Thinking, Judgment and Decision Making, Systems Analysis, Active Listening, Monitoring, Complex Problem Solving",96800,-4.2,bachelor,15,"Problem Sensitivity, Written Comprehension, Information Ordering, Oral Expression, Deductive Reasoning, Inductive Reasoning, Near Vision","Computers and Electronics, English Language, Customer and Personal Service, Engineering and Technology, Telecommunications, Mathematics, Administrative","Working with Computers, Making Decisions and Solving Problems, Updating and Using Relevant Knowledge, Getting Information, Organizing, Planning, and Prioritizing Work, Identifying Objects, Actions, and Events, Processing Information","Conventional, Realistic, Investigative, Enterprising, Social, Artistic",4
17-1011.00,"Architects, Except Landscape and Naval","Reading Comprehension, Speaking, Critical Thinking, Operations Analysis, Active Listening, Writing, Monitoring",96690,3.9,bachelor,17,"Visualization, Oral Comprehension, Written Comprehension, Oral Expression, Written Expression, Fluency of Ideas, Originality","Design, Building and Construction, Public Safety and Security, Engineering and Technology, Computers and Electronics, English Language, Administration and Management","Working with Computers, Thinking Creatively, Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment, Making Decisions and Solving Problems, Getting Information, Documenting/Recording Information, Updating and Using Relevant Knowledge","Realistic, Artistic, Investigative, Conventional, Enterprising, Social",5
25-1021.00,"Computer Science Teachers, Postsecondary","Instructing, Reading Comprehension, Writing, Speaking, Active Listening, Critical Thinking, Active Learning",96690,5.3,bachelor,25,"Oral Comprehension, Oral Expression, Written Comprehension, Written Expression, Deductive Reasoning, Inductive Reasoning, Speech Clarity","Computers and Electronics, Education and Training, English Language, Customer and Personal Service, Mathematics, Engineering and Technology, Administration and Management","Training and Teaching Others, Updating and Using Relevant Knowledge, Working with Computers, Making Decisions and Solving Problems, Thinking Creatively, Getting Information, Analyzing Data or Information","Social, Investigative, Conventional, Artistic, Realistic, Enterprising",5
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes","Reading Comprehension, Active Listening, Speaking, Persuasion, Negotiation, Social Perceptiveness, Critical Thinking",96310,8.7,bachelor,13,"Oral Expression, Oral Comprehension, Written Comprehension, Problem Sensitivity, Speech Recognition, Speech Clarity, Deductive Reasoning","Customer and Personal Service, Sales and Marketing, English Language, Administration and Management, Fine Arts, Communications and Media, Administrative","Getting Information, Establishing and Maintaining Interpersonal Relationships, Thinking Creatively, Communicating with People Outside the Organization, Updating and Using Relevant Knowledge, Organizing, Planning, and Prioritizing Work, Scheduling Work and Activities","Enterprising, Social, Conventional, Artistic, Investigative, Realistic",4
19-3033.00,Clinical and Counseling Psychologists,"Reading Comprehension, Active Listening, Critical Thinking, Speaking, Social Perceptiveness, Writing, Monitoring",95830,11.2,bachelor,19,"Oral Comprehension, Oral Expression, Written Comprehension, Problem Sensitivity, Written Expression, Speech Recognition, Deductive Reasoning","Therapy and Counseling, Psychology, Customer and Personal Service, English Language, Sociology and Anthropology, Administrative, Education and Training","Assisting and Caring for Others, Making Decisions and Solving Problems, Establishing and Maintaining Interpersonal Relationships, Getting Information, Judging the Qualities of Objects, Services, or People, Documenting/Recording Information, Thinking Creatively","Social, Investigative, Conventional, Artistic, Enterprising, Realistic",5
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary","Speaking, Reading Comprehension, Learning Strategies, Active Listening, Writing, Instructing, Active Learning",95770,2.7,bachelor,25,"Oral Expression, Speech Clarity, Oral Comprehension, Written Comprehension, Written Expression, Deductive Reasoning, Inductive Reasoning","Sociology and Anthropology, English Language, History and Archeology, Education and Training, Geography, Foreign Language, Philosophy and Theology","Training and Teaching Others, Interpreting the Meaning of Information for Others, Documenting/Recording Information, Working with Computers, Organizing, Planning, and Prioritizing Work, Coaching and Developing Others, Processing Information","Social, Investigative, Realistic, Artistic, Conventional, Enterprising",5
29-1127.00,Speech-Language Pathologists,"Reading Comprehension, Active Listening, Critical Thinking, Social Perceptiveness, Writing, Speaking, Learning Strategies",95410,15.0,bachelor,29,"Oral Comprehension, Oral Expression, Written Expression, Speech Recognition, Written Comprehension, Speech Clarity, Problem Sensitivity","English Language, Education and Training, Customer and Personal Service, Psychology, Therapy and Counseling, Administrative, Sociology and Anthropology","Documenting/Recording Information, Getting Information, Establishing and Maintaining Interpersonal Relationships, Organizing, Planning, and Prioritizing Work, Making Decisions and Solving Problems, Developing Objectives and Strategies, Analyzing Data or Information","Social, Investigative, Conventional, Artistic, Realistic, Enterprising",5
25-1065.00,"Political Science Teachers, Postsecondary","Speaking, Reading Comprehension, Active Listening, Writing, Active Learning, Instructing, Critical Thinking",94680,2.0,bachelor,25,"Written Comprehension, Oral Comprehension, Oral Expression, Written Expression, Inductive Reasoning, Speech Clarity, Near Vision","English Language, Law and Government, Education and Training, History and Archeology, Sociology and Anthropology, Geography, Philosophy and Theology","Analyzing Data or Information, Getting Information, Updating and Using Relevant Knowledge, Training and Teaching Others, Thinking Creatively, Working with Computers, Identifying Objects, Actions, and Events","Social, Investigative, Artistic, Enterprising, Conventional, Realistic",5
29-1292.00,Dental Hygienists,"Active Listening, Speaking, Critical Thinking, Writing, Monitoring, Social Perceptiveness, Service Orientation",94260,7.0,bachelor,29,"Problem Sensitivity, Arm-Hand Steadiness, Finger Dexterity, Near Vision, Oral Comprehension, Oral Expression, Manual Dexterity","Medicine and Dentistry, Customer and Personal Service, Psychology, English Language, Education and Training, Computers and Electronics, Public Safety and Security","Establishing and Maintaining Interpersonal Relationships, Assisting and Caring for Others, Performing for or Working Directly with the Public, Documenting/Recording Information, Making Decisions and Solving Problems, Updating and Using Relevant Knowledge, Interpreting the Meaning of Information for Others","Social, Realistic, Investigative, Conventional, Enterprising, Artistic",3
29-1141.00,Registered Nurses,"Social Perceptiveness, Active Listening, Speaking, Critical Thinking, Coordination, Service Orientation, Reading Comprehension",93600,4.9,bachelor,29,"Problem Sensitivity, Deductive Reasoning, Oral Comprehension, Written Comprehension, Oral Expression, Inductive Reasoning, Information Ordering","Psychology, Customer and Personal Service, Medicine and Dentistry, English Language, Administrative, Mathematics, Therapy and Counseling","Assisting and Caring for Others, Documenting/Recording Information, Getting Information, Updating and Using Relevant Knowledge, Communicating with Supervisors, Peers, or Subordinates, Identifying Objects, Actions, and Events, Performing General Physical Activities","Social, Investigative, Conventional, Realistic, Enterprising, Artistic",4
33-3021.00,Detectives and Criminal Investigators,"Active Listening, Speaking, Critical Thinking, Reading Comprehension, Social Perceptiveness, Complex Problem Solving, Judgment and Decision Making",93580,-0.7,bachelor,33,"Oral Comprehension, Inductive Reasoning, Oral Expression, Problem Sensitivity, Deductive Reasoning, Written Comprehension, Information Ordering","Law and Government, Public Safety and Security, English Language, Customer and Personal Service, Psychology, Computers and Electronics, Education and Training","Getting Information, Communicating with Supervisors, Peers, or Subordinates, Making Decisions and Solving Problems, Documenting/Recording Information, Performing for or Working Directly with the Public, Communicating with People Outside the Organization, Identifying Objects, Actions, and Events","Investigative, Conventional, Realistic, Enterprising, Social, Artistic",3
13-1075.00,Labor Relations Specialists,"Active Listening, Speaking, Negotiation, Reading Comprehension, Writing, Critical Thinking, Persuasion",93500,-0.1,bachelor,13,"Oral Expression, Oral Comprehension, Written Comprehension, Written Expression, Problem Sensitivity, Deductive Reasoning, Inductive Reasoning","Personnel and Human Resources, English Language, Law and Government, Administration and Management, Education and Training, Customer and Personal Service, Computers and Electronics","Resolving Conflicts and Negotiating with Others, Getting Information, Making Decisions and Solving Problems, Establishing and Maintaining Interpersonal Relationships, Communicating with Supervisors, Peers, or Subordinates, Evaluating Information to Determine Compliance with Standards, Processing Information","Enterprising, Conventional, Social, Investigative, Artistic, Realistic",4
11-9131.00,Postmasters and Mail Superintendents,"Reading Comprehension, Active Listening, Speaking, Social Perceptiveness, Coordination, Time Management, Management of Personnel Resources",92730,-3.5,bachelor,11,"Oral Comprehension, Written Comprehension, Oral Expression, Deductive Reasoning, Speech Recognition, Speech Clarity, Problem Sensitivity","Administration and Management, Public Safety and Security, English Language, Production and Processing, Customer and Personal Service, Education and Training, Personnel and Human Resources","Getting Information, Communicating with Supervisors, Peers, or Subordinates, Resolving Conflicts and Negotiating with Others, Making Decisions and Solving Problems, Working with Computers, Scheduling Work and Activities, Organizing, Planning, and Prioritizing Work","Enterprising, Conventional, Social, Realistic, Investigative, Artistic",2
49-9051.00,Electrical Power-Line Installers and Repairers,"Active Listening, Troubleshooting, Monitoring, Operations Monitoring, Operation and Control, Critical Thinking, Coordination",92560,6.6,bachelor,49,"Problem Sensitivity, Arm-Hand Steadiness, Multilimb Coordination, Near Vision, Deductive Reasoning, Control Precision, Oral Comprehension","Building and Construction, English Language, Education and Training, Public Safety and Security, Transportation, Mechanical, Customer and Personal Service","Operating Vehicles, Mechanized Devices, or Equipment, Performing General Physical Activities, Handling and Moving Objects, Inspecting Equipment, Structures, or Materials, Controlling Machines and Processes, Getting Information, Making Decisions and Solving Problems","Realistic, Conventional, Investigative, Enterprising, Social, Artistic",2
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,"Active Listening, Critical Thinking, Social Perceptiveness, Reading Comprehension, Speaking, Monitoring, Coordination",92430,3.4,bachelor,33,"Oral Expression, Oral Comprehension, Problem Sensitivity, Near Vision, Deductive Reasoning, Inductive Reasoning, Written Comprehension","Public Safety and Security, Customer and Personal Service, Education and Training, Building and Construction, Administration and Management, English Language, Mechanical","Making Decisions and Solving Problems, Assisting and Caring for Others, Performing for or Working Directly with the Public, Inspecting Equipment, Structures, or Materials, Getting Information, Operating Vehicles, Mechanized Devices, or Equipment, Guiding, Directing, and Motivating Subordinates","Enterprising, Realistic, Conventional, Social, Investigative, Artistic",3
29-1181.00,Audiologists,"Reading Comprehension, Active Listening, Writing, Speaking, Critical Thinking, Active Learning, Social Perceptiveness",92120,9.5,bachelor,29,"Oral Comprehension, Written Comprehension, Oral Expression, Written Expression, Problem Sensitivity, Deductive Reasoning, Inductive Reasoning","Customer and Personal Service, Therapy and Counseling, Psychology, Medicine and Dentistry, English Language, Sales and Marketing, Computers and Electronics","Assisting and Caring for Others, Updating and Using Relevant Knowledge, Working with Computers, Performing for or Working Directly with the Public, Establishing and Maintaining Interpersonal Relationships, Getting Information, Documenting/Recording Information","Investigative, Social, Conventional, Realistic, Artistic, Enterprising",5
19-2043.00,Hydrologists,"Critical Thinking, Reading Comprehension, Active Listening, Science, Speaking, Mathematics, Complex Problem Solving",92060,-0.1,bachelor,19,"Oral Comprehension, Written Comprehension, Oral Expression, Written Expression, Problem Sensitivity, Deductive Reasoning, Inductive Reasoning","Mathematics, Physics, Engineering and Technology, English Language, Geography, Computers and Electronics, Chemistry","Analyzing Data or Information, Getting Information, Working with Computers, Making Decisions and Solving Problems, Documenting/Recording Information, Identifying Objects, Actions, and Events, Processing Information","Investigative, Realistic, Conventional, Enterprising, Social, Artistic",5
27-3042.00,Technical Writers,"Writing, Reading Comprehension, Active Listening, Speaking, Critical Thinking, Active Learning, Judgment and Decision Making",91670,0.9,bachelor,27,"Written Expression, Written Comprehension, Near Vision, Oral Comprehension, Oral Expression, Deductive Reasoning, Information Ordering","English Language, Computers and Electronics, Administrative, Communications and Media, Administration and Management, Public Safety and Security, Education and Training","Working with Computers, Getting Information, Identifying Objects, Actions, and Events, Updating and Using Relevant Knowledge, Communicating with Supervisors, Peers, or Subordinates, Interpreting the Meaning of Information for Others, Analyzing Data or Information","Conventional, Artistic, Investigative, Realistic, Social, Enterprising",4
15-2031.00,Operations Research Analysts,"Mathematics, Critical Thinking, Complex Problem Solving, Reading Comprehension, Active Listening, Writing, Judgment and Decision Making",91290,21.5,bachelor,15,"Mathematical Reasoning, Written Comprehension, Inductive Reasoning, Number Facility, Oral Expression, Deductive Reasoning, Oral Comprehension","Mathematics, English Language, Computers and Electronics, Engineering and Technology, Administration and Management, Economics and Accounting, Production and Processing","Working with Computers, Analyzing Data or Information, Making Decisions and Solving Problems, Getting Information, Processing Information, Communicating with Supervisors, Peers, or Subordinates, Thinking Creatively","Investigative, Conventional, Enterprising, Artistic, Social, Realistic",5
15-1254.00,Web Developers,"Programming, Critical Thinking, Reading Comprehension, Complex Problem Solving, Operations Analysis, Active Listening, Active Learning",90930,7.5,bachelor,15,"Deductive Reasoning, Oral Comprehension, Written Comprehension, Problem Sensitivity, Near Vision, Inductive Reasoning, Information Ordering","Computers and Electronics, English Language, Mathematics, Communications and Media, Customer and Personal Service, Design, Engineering and Technology","Working with Computers, Getting Information, Thinking Creatively, Updating and Using Relevant Knowledge, Making Decisions and Solving Problems, Processing Information, Organizing, Planning, and Prioritizing Work","Conventional, Investigative, Artistic, Realistic, Enterprising, Social",3
13-2061.00,Financial Examiners,"Reading Comprehension, Critical Thinking, Active Listening, Writing, Speaking, Monitoring, Complex Problem Solving",90400,18.5,bachelor,13,"Written Comprehension, Oral Expression, Deductive Reasoning, Inductive Reasoning, Oral Comprehension, Written Expression, Problem Sensitivity","English Language, Economics and Accounting, Law and Government, Mathematics, Administration and Management, Computers and Electronics, Administrative","Getting Information, Evaluating Information to Determine Compliance with Standards, Analyzing Data or Information, Communicating with Supervisors, Peers, or Subordinates, Making Decisions and Solving Problems, Communicating with People Outside the Organization, Organizing, Planning, and Prioritizing Work","Conventional, Enterprising, Investigative, Social, Realistic, Artistic",4
41-9012.00,Models,"Social Perceptiveness, Active Listening, Speaking, Critical Thinking, Coordination, Reading Comprehension, Time Management",89990,-0.5,bachelor,41,"Oral Comprehension, Oral Expression, Trunk Strength, Gross Body Coordination, Gross Body Equilibrium, Speech Recognition, Speech Clarity","Customer and Personal Service, English Language, Fine Arts, Transportation, Communications and Media, Administration and Management, Computers and Electronics","Performing General Physical Activities, Thinking Creatively, Establishing and Maintaining Interpersonal Relationships, Scheduling Work and Activities, Getting Information, Organizing, Planning, and Prioritizing Work, Performing for or Working Directly with the Public","Artistic, Realistic, Enterprising, Social, Conventional, Investigative",2
29-2032.00,Diagnostic Medical Sonographers,"Active Listening, Reading Comprehension, Speaking, Social Perceptiveness, Critical Thinking, Monitoring, Active Learning",89340,13.0,bachelor,29,"Oral Comprehension, Written Comprehension, Oral Expression, Problem Sensitivity, Near Vision, Written Expression, Speech Clarity","Customer and Personal Service, English Language, Physics, Medicine and Dentistry, Administrative, Computers and Electronics, Psychology","Assisting and Caring for Others, Getting Information, Updating and Using Relevant Knowledge, Documenting/Recording Information, Communicating with Supervisors, Peers, or Subordinates, Working with Computers, Performing for or Working Directly with the Public","Realistic, Conventional, Investigative, Social, Enterprising, Artistic",3
29-2035.00,Magnetic Resonance Imaging Technologists,"Reading Comprehension, Active Listening, Monitoring, Speaking, Operations Monitoring, Critical Thinking, Operation and Control",88180,7.1,bachelor,29,"Oral Comprehension, Oral Expression, Near Vision, Written Comprehension, Problem Sensitivity, Written Expression, Deductive Reasoning","Customer and Personal Service, English Language, Physics, Computers and Electronics, Medicine and Dentistry, Public Safety and Security, Education and Training","Working with Computers, Documenting/Recording Information, Assisting and Caring for Others, Performing for or Working Directly with the Public, Making Decisions and Solving Problems, Updating and Using Relevant Knowledge, Getting Information","Realistic, Conventional, Investigative, Social, Enterprising, Artistic",3
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers","Critical Thinking, Speaking, Monitoring, Judgment and Decision Making, Time Management, Active Listening, Coordination",87980,-1.3,bachelor,11,"Oral Comprehension, Oral Expression, Problem Sensitivity, Deductive Reasoning, Inductive Reasoning, Written Expression, Written Comprehension","Administration and Management, Production and Processing, Biology, Mathematics, Personnel and Human Resources, English Language, Food Production","Making Decisions and Solving Problems, Organizing, Planning, and Prioritizing Work, Communicating with Supervisors, Peers, or Subordinates, Scheduling Work and Activities, Thinking Creatively, Getting Information, Coordinating the Work and Activities of Others","Enterprising, Realistic, Conventional, Investigative, Social, Artistic",4
13-2031.00,Budget Analysts,"Active Listening, Reading Comprehension, Speaking, Mathematics, Critical Thinking, Complex Problem Solving, Judgment and Decision Making",87930,1.0,bachelor,13,"Oral Comprehension, Written Comprehension, Mathematical Reasoning, Number Facility, Written Expression, Deductive Reasoning, Inductive Reasoning","Economics and Accounting, Mathematics, English Language, Administration and Management, Administrative, Law and Government, Customer and Personal Service","Working with Computers, Getting Information, Analyzing Data or Information, Processing Information, Communicating with Supervisors, Peers, or Subordinates, Establishing and Maintaining Interpersonal Relationships, Evaluating Information to Determine Compliance with Standards","Conventional, Enterprising, Investigative, Social, Artistic, Realistic",4
25-1053.00,"Environmental Science Teachers, Postsecondary","Reading Comprehension, Speaking, Active Listening, Writing, Science, Critical Thinking, Learning Strategies",87710,2.9,bachelor,25,"Oral Expression, Written Comprehension, Oral Comprehension, Written Expression, Deductive Reasoning, Inductive Reasoning, Speech Clarity","Education and Training, English Language, Biology, Chemistry, Mathematics, Computers and Electronics, Geography","Training and Teaching Others, Getting Information, Updating and Using Relevant Knowledge, Working with Computers, Communicating with Supervisors, Peers, or Subordinates, Interpreting the Meaning of Information for Others, Organizing, Planning, and Prioritizing Work","Social, Investigative, Realistic, Conventional, Artistic, Enterprising",5
27-2042.00,Musicians and Singers,"Speaking, Active Listening, Monitoring, Reading Comprehension, Social Perceptiveness, Critical Thinking, Coordination",87360,1.1,bachelor,27,"Oral Comprehension, Oral Expression, Hearing Sensitivity, Written Comprehension, Memorization, Auditory Attention, Speech Recognition","Fine Arts, English Language, Foreign Language, Education and Training, Communications and Media, Customer and Personal Service, Philosophy and Theology","Performing for or Working Directly with the Public, Establishing and Maintaining Interpersonal Relationships, Processing Information, Identifying Objects, Actions, and Events, Thinking Creatively, Getting Information, Judging the Qualities of Objects, Services, or People","Artistic, Enterprising, Social, Realistic, Conventional, Investigative",4
19-1022.00,Microbiologists,"Science, Reading Comprehension, Writing, Active Listening, Critical Thinking, Speaking, Active Learning",87330,4.1,bachelor,19,"Written Comprehension, Inductive Reasoning, Written Expression, Oral Comprehension, Oral Expression, Problem Sensitivity, Deductive Reasoning","Biology, English Language, Chemistry, Mathematics, Computers and Electronics, Education and Training, Administration and Management","Getting Information, Documenting/Recording Information, Updating and Using Relevant Knowledge, Processing Information, Identifying Objects, Actions, and Events, Working with Computers, Analyzing Data or Information","Investigative, Realistic, Conventional, Social, Artistic, Enterprising",5
19-3034.00,School Psychologists,"Active Listening, Reading Comprehension, Speaking, Writing, Critical Thinking, Monitoring, Social Perceptiveness",86930,0.7,bachelor,19,"Oral Comprehension, Oral Expression, Written Comprehension, Deductive Reasoning, Written Expression, Problem Sensitivity, Inductive Reasoning","Psychology, Therapy and Counseling, Education and Training, Sociology and Anthropology, Customer and Personal Service, Administrative, Mathematics","Getting Information, Communicating with Supervisors, Peers, or Subordinates, Establishing and Maintaining Interpersonal Relationships, Monitoring Processes, Materials, or Surroundings, Identifying Objects, Actions, and Events, Making Decisions and Solving Problems, Interpreting the Meaning of Information for Others","Social, Investigative, Conventional, Artistic, Enterprising, Realistic",5
25-1064.00,"Geography Teachers, Postsecondary","Writing, Speaking, Instructing, Reading Comprehension, Active Listening, Critical Thinking, Active Learning",86730,3.3,bachelor,25,"Oral Expression, Written Expression, Oral Comprehension, Written Comprehension, Speech Clarity, Deductive Reasoning, Inductive Reasoning","English Language, Geography, Education and Training, History and Archeology, Mathematics, Computers and Electronics, Sociology and Anthropology","Working with Computers, Interpreting the Meaning of Information for Others, Updating and Using Relevant Knowledge, Processing Information, Getting Information, Analyzing Data or Information, Training and Teaching Others","Social, Investigative, Conventional, Artistic, Realistic, Enterprising",5
25-1041.00,"Agricultural Sciences Teachers, Postsecondary","Instructing, Reading Comprehension, Speaking, Learning Strategies, Active Listening, Writing, Critical Thinking",86350,4.1,bachelor,25,"Oral Expression, Oral Comprehension, Written Comprehension, Speech Clarity, Written Expression, Deductive Reasoning, Inductive Reasoning","Biology, Education and Training, English Language, Administration and Management, Customer and Personal Service, Food Production, Communications and Media","Training and Teaching Others, Communicating with Supervisors, Peers, or Subordinates, Getting Information, Making Decisions and Solving Problems, Establishing and Maintaining Interpersonal Relationships, Updating and Using Relevant Knowledge, Identifying Objects, Actions, and Events","Social, Investigative, Realistic, Conventional, Artistic, Enterprising",5
25-1052.00,"Chemistry Teachers, Postsecondary","Reading Comprehension, Writing, Speaking, Active Listening, Science, Critical Thinking, Active Learning",86220,2.2,bachelor,25,"Oral Expression, Written Expression, Oral Comprehension, Written Comprehension, Deductive Reasoning, Inductive Reasoning, Speech Recognition","Chemistry, English Language, Mathematics, Education and Training, Biology, Physics, Engineering and Technology","Training and Teaching Others, Working with Computers, Interpreting the Meaning of Information for Others, Updating and Using Relevant Knowledge, Analyzing Data or Information, Getting Information, Making Decisions and Solving Problems","Investigative, Social, Realistic, Conventional, Artistic, Enterprising",5
11-9161.00,Emergency Management Directors,"Service Orientation, Speaking, Complex Problem Solving, Reading Comprehension, Active Listening, Writing, Critical Thinking",86130,3.0,bachelor,11,"Oral Comprehension, Oral Expression, Deductive Reasoning, Speech Clarity, Written Comprehension, Written Expression, Problem Sensitivity","Public Safety and Security, Administration and Management, Law and Government, Communications and Media, English Language, Customer and Personal Service, Telecommunications","Communicating with Supervisors, Peers, or Subordinates, Establishing and Maintaining Interpersonal Relationships, Making Decisions and Solving Problems, Getting Information, Developing and Building Teams, Working with Computers, Organizing, Planning, and Prioritizing Work","Enterprising, Conventional, Investigative, Social, Realistic, Artistic",4
53-6051.00,Transportation Inspectors,"Reading Comprehension, Speaking, Active Listening, Writing, Critical Thinking, Monitoring, Quality Control Analysis",85750,1.7,bachelor,53,"Oral Expression, Oral Comprehension, Written Comprehension, Problem Sensitivity, Written Expression, Near Vision, Speech Clarity","Transportation, English Language, Customer and Personal Service, Mathematics, Public Safety and Security, Administration and Management, Mechanical","Getting Information, Identifying Objects, Actions, and Events, Evaluating Information to Determine Compliance with Standards, Inspecting Equipment, Structures, or Materials, Communicating with Supervisors, Peers, or Subordinates, Making Decisions and Solving Problems, Documenting/Recording Information","Conventional, Realistic, Investigative, Enterprising, Social, Artistic",4
11-9071.00,Gambling Managers,"Critical Thinking, Management of Personnel Resources, Speaking, Monitoring, Active Listening, Social Perceptiveness, Coordination",85580,1.2,bachelor,11,"Oral Expression, Oral Comprehension, Inductive Reasoning, Problem Sensitivity, Deductive Reasoning, Speech Recognition, Speech Clarity","Customer and Personal Service, English Language, Administration and Management, Mathematics, Personnel and Human Resources, Administrative, Computers and Electronics","Communicating with Supervisors, Peers, or Subordinates, Performing for or Working Directly with the Public, Making Decisions and Solving Problems, Getting Information, Evaluating Information to Determine Compliance with Standards, Resolving Conflicts and Negotiating with Others, Working with Computers","Enterprising, Conventional, Realistic, Social, Investigative, Artistic",2
53-5021.00,"Captains, Mates, and Pilots of Water Vessels","Operation and Control, Speaking, Monitoring, Active Listening, Critical Thinking, Operations Monitoring, Judgment and Decision Making",85540,0.5,bachelor,53,"Oral Comprehension, Oral Expression, Problem Sensitivity, Deductive Reasoning, Spatial Orientation, Far Vision, Written Comprehension","Transportation, Public Safety and Security, Mechanical, Law and Government, English Language, Geography, Administration and Management","Operating Vehicles, Mechanized Devices, or Equipment, Inspecting Equipment, Structures, or Materials, Identifying Objects, Actions, and Events, Making Decisions and Solving Problems, Getting Information, Controlling Machines and Processes, Monitoring Processes, Materials, or Surroundings","Realistic, Conventional, Enterprising, Investigative, Social, Artistic",3
